<1> Timestamp: 2020.1.3 8:42:29.Connection to SQL server established
<2> Timestamp: 2020.1.3 8:42:30.A sensor node with 49 has opened a new connection
<3> Timestamp: 2020.1.3 8:42:30.A sensor node with 112 has opened a new connection
<4> Timestamp: 2020.1.3 8:42:30.A sensor node with 37 has opened a new connection
<5> Timestamp: 2020.1.3 8:42:30.A sensor node with 21 has opened a new connection
<6> Timestamp: 2020.1.3 8:42:30.A sensor node with 15 has opened a new connection
<4863> Timestamp: 2020.1.3 9:6:48.The sensor node with 112 reports it's too hot(running average temperature=23.381731)
<4864> Timestamp: 2020.1.3 9:6:48.The sensor node with 21 reports it's too hot(running average temperature=23.381731)
<4865> Timestamp: 2020.1.3 9:6:48.The sensor node with 37 reports it's too hot(running average temperature=22.315217)
<4866> Timestamp: 2020.1.3 9:6:48.The sensor node with 15 reports it's too hot(running average temperature=22.315217)
<4867> Timestamp: 2020.1.3 9:6:49.The sensor node with 37 reports it's too hot(running average temperature=22.478397)
<4868> Timestamp: 2020.1.3 9:6:49.The sensor node with 15 reports it's too hot(running average temperature=22.478397)
<4869> Timestamp: 2020.1.3 9:6:50.The sensor node with 112 reports it's too hot(running average temperature=23.431413)
<4870> Timestamp: 2020.1.3 9:6:50.The sensor node with 21 reports it's too hot(running average temperature=23.431413)
<4871> Timestamp: 2020.1.3 9:6:50.The sensor node with 37 reports it's too hot(running average temperature=22.546174)
<4872> Timestamp: 2020.1.3 9:6:50.The sensor node with 15 reports it's too hot(running average temperature=22.546174)
<4873> Timestamp: 2020.1.3 9:6:51.The sensor node with 49 reports it's too hot(running average temperature=23.308257)
<4874> Timestamp: 2020.1.3 9:6:51.The sensor node with 37 reports it's too hot(running average temperature=22.608841)
<4875> Timestamp: 2020.1.3 9:6:51.The sensor node with 15 reports it's too hot(running average temperature=22.608841)
<4876> Timestamp: 2020.1.3 9:6:52.The sensor node with 112 reports it's too hot(running average temperature=23.574208)
<4877> Timestamp: 2020.1.3 9:6:52.The sensor node with 21 reports it's too hot(running average temperature=23.574208)
<4878> Timestamp: 2020.1.3 9:6:52.The sensor node with 37 reports it's too hot(running average temperature=22.654453)
<4879> Timestamp: 2020.1.3 9:6:52.The sensor node with 15 reports it's too hot(running average temperature=22.654453)
<4880> Timestamp: 2020.1.3 9:6:53.The sensor node with 37 reports it's too hot(running average temperature=22.676866)
<4881> Timestamp: 2020.1.3 9:6:53.The sensor node with 15 reports it's too hot(running average temperature=22.676866)
<4882> Timestamp: 2020.1.3 9:6:54.The sensor node with 49 reports it's too hot(running average temperature=23.327393)
<4883> Timestamp: 2020.1.3 9:6:54.The sensor node with 112 reports it's too hot(running average temperature=23.636936)
<4884> Timestamp: 2020.1.3 9:6:54.The sensor node with 21 reports it's too hot(running average temperature=23.636936)
<4885> Timestamp: 2020.1.3 9:6:54.The sensor node with 37 reports it's too hot(running average temperature=22.781609)
<4886> Timestamp: 2020.1.3 9:6:54.The sensor node with 15 reports it's too hot(running average temperature=22.781609)
<4887> Timestamp: 2020.1.3 9:6:55.The sensor node with 37 reports it's too hot(running average temperature=22.845787)
<4888> Timestamp: 2020.1.3 9:6:55.The sensor node with 15 reports it's too hot(running average temperature=22.845787)
<4889> Timestamp: 2020.1.3 9:6:56.The sensor node with 112 reports it's too hot(running average temperature=23.557426)
<4890> Timestamp: 2020.1.3 9:6:56.The sensor node with 21 reports it's too hot(running average temperature=23.557426)
<4891> Timestamp: 2020.1.3 9:6:56.The sensor node with 37 reports it's too hot(running average temperature=22.920781)
<4892> Timestamp: 2020.1.3 9:6:56.The sensor node with 15 reports it's too hot(running average temperature=22.920781)
<4893> Timestamp: 2020.1.3 9:6:57.The sensor node with 49 reports it's too hot(running average temperature=23.372189)
<4894> Timestamp: 2020.1.3 9:6:57.The sensor node with 37 reports it's too hot(running average temperature=23.078674)
<4895> Timestamp: 2020.1.3 9:6:57.The sensor node with 15 reports it's too hot(running average temperature=23.078674)
<4896> Timestamp: 2020.1.3 9:6:58.The sensor node with 112 reports it's too hot(running average temperature=23.553094)
<4897> Timestamp: 2020.1.3 9:6:58.The sensor node with 21 reports it's too hot(running average temperature=23.553094)
<4898> Timestamp: 2020.1.3 9:6:58.The sensor node with 37 reports it's too hot(running average temperature=23.249136)
<4899> Timestamp: 2020.1.3 9:6:58.The sensor node with 15 reports it's too hot(running average temperature=23.249136)
<4900> Timestamp: 2020.1.3 9:6:59.The sensor node with 37 reports it's too hot(running average temperature=23.270861)
<4901> Timestamp: 2020.1.3 9:6:59.The sensor node with 15 reports it's too hot(running average temperature=23.270861)
<4902> Timestamp: 2020.1.3 9:7:0.The sensor node with 49 reports it's too hot(running average temperature=23.308222)
<4903> Timestamp: 2020.1.3 9:7:0.The sensor node with 112 reports it's too hot(running average temperature=23.614723)
<4904> Timestamp: 2020.1.3 9:7:0.The sensor node with 21 reports it's too hot(running average temperature=23.614723)
<4905> Timestamp: 2020.1.3 9:7:0.The sensor node with 37 reports it's too hot(running average temperature=23.175176)
<4906> Timestamp: 2020.1.3 9:7:0.The sensor node with 15 reports it's too hot(running average temperature=23.175176)
<4907> Timestamp: 2020.1.3 9:7:1.The sensor node with 37 reports it's too hot(running average temperature=23.271424)
<4908> Timestamp: 2020.1.3 9:7:1.The sensor node with 15 reports it's too hot(running average temperature=23.271424)
<4909> Timestamp: 2020.1.3 9:7:2.The sensor node with 112 reports it's too hot(running average temperature=23.727365)
<4910> Timestamp: 2020.1.3 9:7:2.The sensor node with 21 reports it's too hot(running average temperature=23.727365)
<4911> Timestamp: 2020.1.3 9:7:2.The sensor node with 37 reports it's too hot(running average temperature=23.342423)
<4912> Timestamp: 2020.1.3 9:7:2.The sensor node with 15 reports it's too hot(running average temperature=23.342423)
<4913> Timestamp: 2020.1.3 9:7:3.The sensor node with 49 reports it's too hot(running average temperature=23.199834)
<4914> Timestamp: 2020.1.3 9:7:3.The sensor node with 37 reports it's too hot(running average temperature=23.241294)
<4915> Timestamp: 2020.1.3 9:7:3.The sensor node with 15 reports it's too hot(running average temperature=23.241294)
<4916> Timestamp: 2020.1.3 9:7:4.The sensor node with 112 reports it's too hot(running average temperature=23.760627)
<4917> Timestamp: 2020.1.3 9:7:4.The sensor node with 21 reports it's too hot(running average temperature=23.760627)
<4918> Timestamp: 2020.1.3 9:7:4.The sensor node with 37 reports it's too hot(running average temperature=23.137893)
<4919> Timestamp: 2020.1.3 9:7:4.The sensor node with 15 reports it's too hot(running average temperature=23.137893)
<4920> Timestamp: 2020.1.3 9:7:5.The sensor node with 37 reports it's too hot(running average temperature=23.217172)
<4921> Timestamp: 2020.1.3 9:7:5.The sensor node with 15 reports it's too hot(running average temperature=23.217172)
<4922> Timestamp: 2020.1.3 9:7:6.The sensor node with 49 reports it's too hot(running average temperature=23.257126)
<4923> Timestamp: 2020.1.3 9:7:6.The sensor node with 112 reports it's too hot(running average temperature=23.649531)
<4924> Timestamp: 2020.1.3 9:7:6.The sensor node with 21 reports it's too hot(running average temperature=23.649531)
<4925> Timestamp: 2020.1.3 9:7:6.The sensor node with 37 reports it's too hot(running average temperature=23.230110)
<4926> Timestamp: 2020.1.3 9:7:6.The sensor node with 15 reports it's too hot(running average temperature=23.230110)
<4927> Timestamp: 2020.1.3 9:7:7.The sensor node with 37 reports it's too hot(running average temperature=23.016810)
<4928> Timestamp: 2020.1.3 9:7:7.The sensor node with 15 reports it's too hot(running average temperature=23.016810)
<4929> Timestamp: 2020.1.3 9:7:8.The sensor node with 112 reports it's too hot(running average temperature=23.536047)
<4930> Timestamp: 2020.1.3 9:7:8.The sensor node with 21 reports it's too hot(running average temperature=23.536047)
<4931> Timestamp: 2020.1.3 9:7:8.The sensor node with 37 reports it's too hot(running average temperature=23.027219)
<4932> Timestamp: 2020.1.3 9:7:8.The sensor node with 15 reports it's too hot(running average temperature=23.027219)
<4933> Timestamp: 2020.1.3 9:7:9.The sensor node with 49 reports it's too hot(running average temperature=23.339199)
<4934> Timestamp: 2020.1.3 9:7:9.The sensor node with 37 reports it's too hot(running average temperature=23.266005)
<4935> Timestamp: 2020.1.3 9:7:9.The sensor node with 15 reports it's too hot(running average temperature=23.266005)
<4936> Timestamp: 2020.1.3 9:7:10.The sensor node with 112 reports it's too hot(running average temperature=23.391130)
<4937> Timestamp: 2020.1.3 9:7:10.The sensor node with 21 reports it's too hot(running average temperature=23.391130)
<4938> Timestamp: 2020.1.3 9:7:10.The sensor node with 37 reports it's too hot(running average temperature=23.313872)
<4939> Timestamp: 2020.1.3 9:7:10.The sensor node with 15 reports it's too hot(running average temperature=23.313872)
<4940> Timestamp: 2020.1.3 9:7:11.The sensor node with 37 reports it's too hot(running average temperature=23.309680)
<4941> Timestamp: 2020.1.3 9:7:11.The sensor node with 15 reports it's too hot(running average temperature=23.309680)
<4942> Timestamp: 2020.1.3 9:7:12.The sensor node with 49 reports it's too hot(running average temperature=23.316454)
<4943> Timestamp: 2020.1.3 9:7:12.The sensor node with 112 reports it's too hot(running average temperature=23.238013)
<4944> Timestamp: 2020.1.3 9:7:12.The sensor node with 21 reports it's too hot(running average temperature=23.238013)
<4945> Timestamp: 2020.1.3 9:7:12.The sensor node with 37 reports it's too hot(running average temperature=23.471726)
<4946> Timestamp: 2020.1.3 9:7:12.The sensor node with 15 reports it's too hot(running average temperature=23.471726)
<4947> Timestamp: 2020.1.3 9:7:13.The sensor node with 37 reports it's too hot(running average temperature=23.502380)
<4948> Timestamp: 2020.1.3 9:7:13.The sensor node with 15 reports it's too hot(running average temperature=23.502380)
<4949> Timestamp: 2020.1.3 9:7:14.The sensor node with 112 reports it's too hot(running average temperature=23.038129)
<4950> Timestamp: 2020.1.3 9:7:14.The sensor node with 21 reports it's too hot(running average temperature=23.038129)
<4951> Timestamp: 2020.1.3 9:7:14.The sensor node with 37 reports it's too hot(running average temperature=23.447321)
<4952> Timestamp: 2020.1.3 9:7:14.The sensor node with 15 reports it's too hot(running average temperature=23.447321)
<4953> Timestamp: 2020.1.3 9:7:15.The sensor node with 49 reports it's too hot(running average temperature=23.264879)
<4954> Timestamp: 2020.1.3 9:7:15.The sensor node with 37 reports it's too hot(running average temperature=23.542684)
<4955> Timestamp: 2020.1.3 9:7:15.The sensor node with 15 reports it's too hot(running average temperature=23.542684)
<4956> Timestamp: 2020.1.3 9:7:16.The sensor node with 112 reports it's too hot(running average temperature=22.907483)
<4957> Timestamp: 2020.1.3 9:7:16.The sensor node with 21 reports it's too hot(running average temperature=22.907483)
<4958> Timestamp: 2020.1.3 9:7:16.The sensor node with 37 reports it's too hot(running average temperature=23.635184)
<4959> Timestamp: 2020.1.3 9:7:16.The sensor node with 15 reports it's too hot(running average temperature=23.635184)
<4960> Timestamp: 2020.1.3 9:7:17.The sensor node with 15 reports it's too hot(running average temperature=23.652244)
<4961> Timestamp: 2020.1.3 9:7:17.The sensor node with 37 reports it's too hot(running average temperature=23.652244)
<4962> Timestamp: 2020.1.3 9:7:18.The sensor node with 49 reports it's too hot(running average temperature=23.075008)
<4963> Timestamp: 2020.1.3 9:7:18.The sensor node with 112 reports it's too hot(running average temperature=22.918417)
<4964> Timestamp: 2020.1.3 9:7:18.The sensor node with 21 reports it's too hot(running average temperature=22.918417)
<4965> Timestamp: 2020.1.3 9:7:18.The sensor node with 37 reports it's too hot(running average temperature=23.713855)
<4966> Timestamp: 2020.1.3 9:7:18.The sensor node with 15 reports it's too hot(running average temperature=23.713855)
<4967> Timestamp: 2020.1.3 9:7:19.The sensor node with 37 reports it's too hot(running average temperature=23.687478)
<4968> Timestamp: 2020.1.3 9:7:19.The sensor node with 15 reports it's too hot(running average temperature=23.687478)
<4969> Timestamp: 2020.1.3 9:7:20.The sensor node with 112 reports it's too hot(running average temperature=22.813607)
<4970> Timestamp: 2020.1.3 9:7:20.The sensor node with 21 reports it's too hot(running average temperature=22.813607)
<4971> Timestamp: 2020.1.3 9:7:20.The sensor node with 37 reports it's too hot(running average temperature=23.494910)
<4972> Timestamp: 2020.1.3 9:7:20.The sensor node with 15 reports it's too hot(running average temperature=23.494910)
<4973> Timestamp: 2020.1.3 9:7:21.The sensor node with 49 reports it's too hot(running average temperature=22.835891)
<4974> Timestamp: 2020.1.3 9:7:21.The sensor node with 37 reports it's too hot(running average temperature=23.472789)
<4975> Timestamp: 2020.1.3 9:7:21.The sensor node with 15 reports it's too hot(running average temperature=23.472789)
<4976> Timestamp: 2020.1.3 9:7:22.The sensor node with 112 reports it's too hot(running average temperature=22.811591)
<4977> Timestamp: 2020.1.3 9:7:22.The sensor node with 21 reports it's too hot(running average temperature=22.811591)
<4978> Timestamp: 2020.1.3 9:7:22.The sensor node with 37 reports it's too hot(running average temperature=23.631444)
<4979> Timestamp: 2020.1.3 9:7:22.The sensor node with 15 reports it's too hot(running average temperature=23.631444)
<4980> Timestamp: 2020.1.3 9:7:23.The sensor node with 37 reports it's too hot(running average temperature=23.595084)
<4981> Timestamp: 2020.1.3 9:7:23.The sensor node with 15 reports it's too hot(running average temperature=23.595084)
<4982> Timestamp: 2020.1.3 9:7:24.The sensor node with 49 reports it's too hot(running average temperature=22.606740)
<4983> Timestamp: 2020.1.3 9:7:24.The sensor node with 112 reports it's too hot(running average temperature=22.994617)
<4984> Timestamp: 2020.1.3 9:7:24.The sensor node with 21 reports it's too hot(running average temperature=22.994617)
<4985> Timestamp: 2020.1.3 9:7:24.The sensor node with 37 reports it's too hot(running average temperature=23.388653)
<4986> Timestamp: 2020.1.3 9:7:24.The sensor node with 15 reports it's too hot(running average temperature=23.388653)
<4987> Timestamp: 2020.1.3 9:7:25.The sensor node with 37 reports it's too hot(running average temperature=23.250255)
<4988> Timestamp: 2020.1.3 9:7:25.The sensor node with 15 reports it's too hot(running average temperature=23.250255)
<4989> Timestamp: 2020.1.3 9:7:26.The sensor node with 112 reports it's too hot(running average temperature=22.968706)
<4990> Timestamp: 2020.1.3 9:7:26.The sensor node with 21 reports it's too hot(running average temperature=22.968706)
<4991> Timestamp: 2020.1.3 9:7:26.The sensor node with 37 reports it's too hot(running average temperature=23.186503)
<4992> Timestamp: 2020.1.3 9:7:26.The sensor node with 15 reports it's too hot(running average temperature=23.186503)
<4993> Timestamp: 2020.1.3 9:7:27.The sensor node with 49 reports it's too hot(running average temperature=22.494617)
<4994> Timestamp: 2020.1.3 9:7:27.The sensor node with 37 reports it's too hot(running average temperature=23.233786)
<4995> Timestamp: 2020.1.3 9:7:27.The sensor node with 15 reports it's too hot(running average temperature=23.233786)
<4996> Timestamp: 2020.1.3 9:7:28.The sensor node with 112 reports it's too hot(running average temperature=22.940128)
<4997> Timestamp: 2020.1.3 9:7:28.The sensor node with 21 reports it's too hot(running average temperature=22.940128)
<4998> Timestamp: 2020.1.3 9:7:28.The sensor node with 37 reports it's too hot(running average temperature=23.234395)
<4999> Timestamp: 2020.1.3 9:7:28.The sensor node with 15 reports it's too hot(running average temperature=23.234395)
<5000> Timestamp: 2020.1.3 9:7:29.The sensor node with 37 reports it's too hot(running average temperature=23.093739)
<5001> Timestamp: 2020.1.3 9:7:29.The sensor node with 15 reports it's too hot(running average temperature=23.093739)
<5002> Timestamp: 2020.1.3 9:7:30.The sensor node with 49 reports it's too hot(running average temperature=22.564471)
<5003> Timestamp: 2020.1.3 9:7:30.The sensor node with 112 reports it's too hot(running average temperature=22.877828)
<5004> Timestamp: 2020.1.3 9:7:30.The sensor node with 21 reports it's too hot(running average temperature=22.877828)
<5005> Timestamp: 2020.1.3 9:7:30.The sensor node with 37 reports it's too hot(running average temperature=23.102454)
<5006> Timestamp: 2020.1.3 9:7:30.The sensor node with 15 reports it's too hot(running average temperature=23.102454)
<5007> Timestamp: 2020.1.3 9:7:31.The sensor node with 37 reports it's too hot(running average temperature=23.200729)
<5008> Timestamp: 2020.1.3 9:7:31.The sensor node with 15 reports it's too hot(running average temperature=23.200729)
<5009> Timestamp: 2020.1.3 9:7:32.The sensor node with 112 reports it's too hot(running average temperature=22.774279)
<5010> Timestamp: 2020.1.3 9:7:32.The sensor node with 21 reports it's too hot(running average temperature=22.774279)
<5011> Timestamp: 2020.1.3 9:7:32.The sensor node with 37 reports it's too hot(running average temperature=23.319800)
<5012> Timestamp: 2020.1.3 9:7:32.The sensor node with 15 reports it's too hot(running average temperature=23.319800)
<5013> Timestamp: 2020.1.3 9:7:33.The sensor node with 49 reports it's too hot(running average temperature=22.535513)
<5014> Timestamp: 2020.1.3 9:7:33.The sensor node with 37 reports it's too hot(running average temperature=23.415409)
<5015> Timestamp: 2020.1.3 9:7:33.The sensor node with 15 reports it's too hot(running average temperature=23.415409)
<5016> Timestamp: 2020.1.3 9:7:34.The sensor node with 112 reports it's too hot(running average temperature=22.914765)
<5017> Timestamp: 2020.1.3 9:7:34.The sensor node with 21 reports it's too hot(running average temperature=22.914765)
<5018> Timestamp: 2020.1.3 9:7:34.The sensor node with 37 reports it's too hot(running average temperature=23.525215)
<5019> Timestamp: 2020.1.3 9:7:34.The sensor node with 15 reports it's too hot(running average temperature=23.525215)
<5020> Timestamp: 2020.1.3 9:7:35.The sensor node with 37 reports it's too hot(running average temperature=23.577280)
<5021> Timestamp: 2020.1.3 9:7:35.The sensor node with 15 reports it's too hot(running average temperature=23.577280)
<5022> Timestamp: 2020.1.3 9:7:36.The sensor node with 49 reports it's too hot(running average temperature=22.329068)
<5023> Timestamp: 2020.1.3 9:7:36.The sensor node with 112 reports it's too hot(running average temperature=23.152938)
<5024> Timestamp: 2020.1.3 9:7:36.The sensor node with 21 reports it's too hot(running average temperature=23.152938)
<5025> Timestamp: 2020.1.3 9:7:36.The sensor node with 37 reports it's too hot(running average temperature=23.468310)
<5026> Timestamp: 2020.1.3 9:7:36.The sensor node with 15 reports it's too hot(running average temperature=23.468310)
<5027> Timestamp: 2020.1.3 9:7:37.The sensor node with 37 reports it's too hot(running average temperature=23.448568)
<5028> Timestamp: 2020.1.3 9:7:37.The sensor node with 15 reports it's too hot(running average temperature=23.448568)
<5029> Timestamp: 2020.1.3 9:7:38.The sensor node with 112 reports it's too hot(running average temperature=23.362504)
<5030> Timestamp: 2020.1.3 9:7:38.The sensor node with 21 reports it's too hot(running average temperature=23.362504)
<5031> Timestamp: 2020.1.3 9:7:38.The sensor node with 37 reports it's too hot(running average temperature=23.491473)
<5032> Timestamp: 2020.1.3 9:7:38.The sensor node with 15 reports it's too hot(running average temperature=23.491473)
<5033> Timestamp: 2020.1.3 9:7:39.The sensor node with 49 reports it's too hot(running average temperature=22.113248)
<5034> Timestamp: 2020.1.3 9:7:39.The sensor node with 37 reports it's too hot(running average temperature=23.438458)
<5035> Timestamp: 2020.1.3 9:7:39.The sensor node with 15 reports it's too hot(running average temperature=23.438458)
<5036> Timestamp: 2020.1.3 9:7:40.The sensor node with 112 reports it's too hot(running average temperature=23.539388)
<5037> Timestamp: 2020.1.3 9:7:40.The sensor node with 21 reports it's too hot(running average temperature=23.539388)
<5038> Timestamp: 2020.1.3 9:7:40.The sensor node with 37 reports it's too hot(running average temperature=23.340343)
<5039> Timestamp: 2020.1.3 9:7:40.The sensor node with 15 reports it's too hot(running average temperature=23.340343)
<5040> Timestamp: 2020.1.3 9:7:41.The sensor node with 37 reports it's too hot(running average temperature=23.237647)
<5041> Timestamp: 2020.1.3 9:7:41.The sensor node with 15 reports it's too hot(running average temperature=23.237647)
<5042> Timestamp: 2020.1.3 9:7:42.The sensor node with 49 reports it's too hot(running average temperature=22.014380)
<5043> Timestamp: 2020.1.3 9:7:42.The sensor node with 112 reports it's too hot(running average temperature=23.616723)
<5044> Timestamp: 2020.1.3 9:7:42.The sensor node with 21 reports it's too hot(running average temperature=23.616723)
<5045> Timestamp: 2020.1.3 9:7:42.The sensor node with 37 reports it's too hot(running average temperature=23.131597)
<5046> Timestamp: 2020.1.3 9:7:42.The sensor node with 15 reports it's too hot(running average temperature=23.131597)
<5047> Timestamp: 2020.1.3 9:7:43.The sensor node with 37 reports it's too hot(running average temperature=23.022145)
<5048> Timestamp: 2020.1.3 9:7:43.The sensor node with 15 reports it's too hot(running average temperature=23.022145)
<5049> Timestamp: 2020.1.3 9:7:44.The sensor node with 112 reports it's too hot(running average temperature=23.575842)
<5050> Timestamp: 2020.1.3 9:7:44.The sensor node with 21 reports it's too hot(running average temperature=23.575842)
<5051> Timestamp: 2020.1.3 9:7:44.The sensor node with 37 reports it's too hot(running average temperature=22.933232)
<5052> Timestamp: 2020.1.3 9:7:44.The sensor node with 15 reports it's too hot(running average temperature=22.933232)
<5053> Timestamp: 2020.1.3 9:7:45.The sensor node with 49 reports it's too hot(running average temperature=22.043568)
<5054> Timestamp: 2020.1.3 9:7:45.The sensor node with 37 reports it's too hot(running average temperature=23.001697)
<5055> Timestamp: 2020.1.3 9:7:45.The sensor node with 15 reports it's too hot(running average temperature=23.001697)
<5056> Timestamp: 2020.1.3 9:7:46.The sensor node with 112 reports it's too hot(running average temperature=23.632251)
<5057> Timestamp: 2020.1.3 9:7:46.The sensor node with 21 reports it's too hot(running average temperature=23.632251)
<5058> Timestamp: 2020.1.3 9:7:46.The sensor node with 37 reports it's too hot(running average temperature=23.185053)
<5059> Timestamp: 2020.1.3 9:7:46.The sensor node with 15 reports it's too hot(running average temperature=23.185053)
<5060> Timestamp: 2020.1.3 9:7:47.The sensor node with 37 reports it's too hot(running average temperature=23.173887)
<5061> Timestamp: 2020.1.3 9:7:47.The sensor node with 15 reports it's too hot(running average temperature=23.173887)
<5062> Timestamp: 2020.1.3 9:7:48.The sensor node with 49 reports it's too hot(running average temperature=22.030600)
<5063> Timestamp: 2020.1.3 9:7:48.The sensor node with 112 reports it's too hot(running average temperature=23.837540)
<5064> Timestamp: 2020.1.3 9:7:48.The sensor node with 21 reports it's too hot(running average temperature=23.837540)
<5065> Timestamp: 2020.1.3 9:7:48.The sensor node with 37 reports it's too hot(running average temperature=23.035886)
<5066> Timestamp: 2020.1.3 9:7:48.The sensor node with 15 reports it's too hot(running average temperature=23.035886)
<5067> Timestamp: 2020.1.3 9:7:49.The sensor node with 37 reports it's too hot(running average temperature=22.945255)
<5068> Timestamp: 2020.1.3 9:7:49.The sensor node with 15 reports it's too hot(running average temperature=22.945255)
<5069> Timestamp: 2020.1.3 9:7:50.The sensor node with 112 reports it's too hot(running average temperature=23.985171)
<5070> Timestamp: 2020.1.3 9:7:50.The sensor node with 21 reports it's too hot(running average temperature=23.985171)
<5071> Timestamp: 2020.1.3 9:7:50.The sensor node with 37 reports it's too hot(running average temperature=22.884041)
<5072> Timestamp: 2020.1.3 9:7:50.The sensor node with 15 reports it's too hot(running average temperature=22.884041)
<5073> Timestamp: 2020.1.3 9:7:51.The sensor node with 49 reports it's too hot(running average temperature=22.020251)
<5074> Timestamp: 2020.1.3 9:7:51.The sensor node with 37 reports it's too hot(running average temperature=22.864772)
<5075> Timestamp: 2020.1.3 9:7:51.The sensor node with 15 reports it's too hot(running average temperature=22.864772)
<5076> Timestamp: 2020.1.3 9:7:52.The sensor node with 112 reports it's too hot(running average temperature=24.084072)
<5077> Timestamp: 2020.1.3 9:7:52.The sensor node with 21 reports it's too hot(running average temperature=24.084072)
<5078> Timestamp: 2020.1.3 9:7:52.The sensor node with 37 reports it's too hot(running average temperature=22.758774)
<5079> Timestamp: 2020.1.3 9:7:52.The sensor node with 15 reports it's too hot(running average temperature=22.758774)
<5080> Timestamp: 2020.1.3 9:7:53.The sensor node with 37 reports it's too hot(running average temperature=22.750380)
<5081> Timestamp: 2020.1.3 9:7:53.The sensor node with 15 reports it's too hot(running average temperature=22.750380)
<5082> Timestamp: 2020.1.3 9:7:54.The sensor node with 49 reports it's too hot(running average temperature=21.966547)
<5083> Timestamp: 2020.1.3 9:7:54.The sensor node with 112 reports it's too hot(running average temperature=24.272097)
<5084> Timestamp: 2020.1.3 9:7:54.The sensor node with 21 reports it's too hot(running average temperature=24.272097)
<5085> Timestamp: 2020.1.3 9:7:54.The sensor node with 37 reports it's too hot(running average temperature=22.857322)
<5086> Timestamp: 2020.1.3 9:7:54.The sensor node with 15 reports it's too hot(running average temperature=22.857322)
<5087> Timestamp: 2020.1.3 9:7:55.The sensor node with 37 reports it's too hot(running average temperature=22.843488)
<5088> Timestamp: 2020.1.3 9:7:55.The sensor node with 15 reports it's too hot(running average temperature=22.843488)
<5089> Timestamp: 2020.1.3 9:7:56.The sensor node with 112 reports it's too hot(running average temperature=24.338652)
<5090> Timestamp: 2020.1.3 9:7:56.The sensor node with 21 reports it's too hot(running average temperature=24.338652)
<5091> Timestamp: 2020.1.3 9:7:56.The sensor node with 37 reports it's too hot(running average temperature=22.865384)
<5092> Timestamp: 2020.1.3 9:7:56.The sensor node with 15 reports it's too hot(running average temperature=22.865384)
<5093> Timestamp: 2020.1.3 9:7:57.The sensor node with 49 reports it's too hot(running average temperature=21.853451)
<5094> Timestamp: 2020.1.3 9:7:57.The sensor node with 37 reports it's too hot(running average temperature=23.033280)
<5095> Timestamp: 2020.1.3 9:7:57.The sensor node with 15 reports it's too hot(running average temperature=23.033280)
<5096> Timestamp: 2020.1.3 9:7:58.The sensor node with 112 reports it's too hot(running average temperature=24.402348)
<5097> Timestamp: 2020.1.3 9:7:58.The sensor node with 21 reports it's too hot(running average temperature=24.402348)
<5098> Timestamp: 2020.1.3 9:7:58.The sensor node with 37 reports it's too hot(running average temperature=23.174037)
<5099> Timestamp: 2020.1.3 9:7:58.The sensor node with 15 reports it's too hot(running average temperature=23.174037)
<5100> Timestamp: 2020.1.3 9:7:59.The sensor node with 37 reports it's too hot(running average temperature=23.099381)
<5101> Timestamp: 2020.1.3 9:7:59.The sensor node with 15 reports it's too hot(running average temperature=23.099381)
<5102> Timestamp: 2020.1.3 9:8:0.The sensor node with 49 reports it's too hot(running average temperature=21.712967)
<5103> Timestamp: 2020.1.3 9:8:0.The sensor node with 21 reports it's too hot(running average temperature=24.544350)
<5104> Timestamp: 2020.1.3 9:8:0.The sensor node with 112 reports it's too hot(running average temperature=24.544350)
<5105> Timestamp: 2020.1.3 9:8:0.The sensor node with 15 reports it's too hot(running average temperature=23.110630)
<5106> Timestamp: 2020.1.3 9:8:0.The sensor node with 37 reports it's too hot(running average temperature=23.110630)
<5107> Timestamp: 2020.1.3 9:8:1.The sensor node with 15 reports it's too hot(running average temperature=23.165468)
<5108> Timestamp: 2020.1.3 9:8:1.The sensor node with 37 reports it's too hot(running average temperature=23.165468)
<5109> Timestamp: 2020.1.3 9:8:2.The sensor node with 112 reports it's too hot(running average temperature=24.442630)
<5110> Timestamp: 2020.1.3 9:8:2.The sensor node with 21 reports it's too hot(running average temperature=24.442630)
<5111> Timestamp: 2020.1.3 9:8:2.The sensor node with 37 reports it's too hot(running average temperature=23.007305)
<5112> Timestamp: 2020.1.3 9:8:2.The sensor node with 15 reports it's too hot(running average temperature=23.007305)
<5113> Timestamp: 2020.1.3 9:8:3.The sensor node with 49 reports it's too hot(running average temperature=21.593912)
<5114> Timestamp: 2020.1.3 9:8:3.The sensor node with 37 reports it's too hot(running average temperature=22.967281)
<5115> Timestamp: 2020.1.3 9:8:3.The sensor node with 15 reports it's too hot(running average temperature=22.967281)
<5116> Timestamp: 2020.1.3 9:8:4.The sensor node with 112 reports it's too hot(running average temperature=24.387206)
<5117> Timestamp: 2020.1.3 9:8:4.The sensor node with 21 reports it's too hot(running average temperature=24.387206)
<5118> Timestamp: 2020.1.3 9:8:4.The sensor node with 37 reports it's too hot(running average temperature=23.123373)
<5119> Timestamp: 2020.1.3 9:8:4.The sensor node with 15 reports it's too hot(running average temperature=23.123373)
<5120> Timestamp: 2020.1.3 9:8:5.The sensor node with 37 reports it's too hot(running average temperature=23.151985)
<5121> Timestamp: 2020.1.3 9:8:5.The sensor node with 15 reports it's too hot(running average temperature=23.151985)
